season_id,season_name,season_year,team_id,team_name,matches_played,wins,draws,losses,total_points,points_per_game,goals_for,goals_against,goal_difference,goals_per_game,goals_conceded_per_game,clean_sheets,clean_sheet_percentage
76477,Ekstraklasa 25/26,25/26,5064,MZKS Arka Gdynia,17,5,3,9,18,1.06,14,32,-18,0.82,1.88,3,17.6
76477,Ekstraklasa 25/26,25/26,36851,Bruk-Bet Termalica Nieciecza,17,4,4,9,16,0.94,22,34,-12,1.29,2.00,3,17.6
76477,Ekstraklasa 25/26,25/26,7918,Piast Gliwice,15,3,5,7,14,0.93,16,19,-3,1.07,1.27,3,20.0
61236,Ekstraklasa 24/25,24/25,3121,Lech Poznań,33,21,4,8,67,2.03,66,31,35,2.00,0.94,13,39.4
61236,Ekstraklasa 24/25,24/25,35268,Raków Częstochowa,33,19,9,5,66,2.00,49,23,26,1.48,0.70,16,48.5
61236,Ekstraklasa 24/25,24/25,7691,Jagiellonia Białystok,33,16,10,7,58,1.76,54,42,12,1.64,1.27,10,30.3
61236,Ekstraklasa 24/25,24/25,3117,Pogoń Szczecin,33,16,7,10,55,1.67,56,40,16,1.70,1.21,13,39.4
61236,Ekstraklasa 24/25,24/25,3106,Legia Warszawa,33,14,9,10,51,1.55,58,45,13,1.76,1.36,6,18.2
61236,Ekstraklasa 24/25,24/25,4901,Cracovia,33,14,8,11,50,1.52,57,52,5,1.73,1.58,6,18.2
61236,Ekstraklasa 24/25,24/25,3112,GKS Katowice,33,14,7,12,49,1.48,48,45,3,1.45,1.36,9,27.3
61236,Ekstraklasa 24/25,24/25,3110,Górnik Zabrze,32,13,7,12,46,1.44,41,35,6,1.28,1.09,10,31.3
61236,Ekstraklasa 24/25,24/25,7915,Motor Lublin,32,13,7,12,46,1.44,46,57,-11,1.44,1.78,6,18.8
61236,Ekstraklasa 24/25,24/25,5065,MKS Korona Kielce,33,11,12,10,45,1.36,37,42,-5,1.12,1.27,8,24.2
61236,Ekstraklasa 24/25,24/25,7918,Piast Gliwice,33,11,11,11,44,1.33,36,35,1,1.09,1.06,11,33.3
61236,Ekstraklasa 24/25,24/25,3115,Widzew Łódź,33,11,6,16,39,1.18,37,48,-11,1.12,1.45,8,24.2
61236,Ekstraklasa 24/25,24/25,7295,Radomiak Radom,33,10,8,15,38,1.15,46,51,-5,1.39,1.55,5,15.2
61236,Ekstraklasa 24/25,24/25,7913,KS Lechia Gdańsk,32,10,6,16,36,1.13,43,56,-13,1.34,1.75,6,18.8
61236,Ekstraklasa 24/25,24/25,3113,Zagłębie Lubin,33,10,6,17,36,1.09,33,49,-16,1.00,1.48,6,18.2
61236,Ekstraklasa 24/25,24/25,38732,Stal Mielec,33,7,9,17,30,0.91,38,55,-17,1.15,1.67,4,12.1
61236,Ekstraklasa 24/25,24/25,3108,Śląsk Wrocław,33,6,11,16,29,0.88,37,52,-15,1.12,1.58,4,12.1
61236,Ekstraklasa 24/25,24/25,38729,Puszcza Niepołomice,32,6,9,17,27,0.84,35,59,-24,1.09,1.84,6,18.8
52176,Ekstraklasa 23/24,23/24,3108,Śląsk Wrocław,32,18,8,6,62,1.94,48,28,20,1.50,0.88,13,40.6
52176,Ekstraklasa 23/24,23/24,7691,Jagiellonia Białystok,32,17,9,6,60,1.88,73,41,32,2.28,1.28,9,28.1
52176,Ekstraklasa 23/24,23/24,3106,Legia Warszawa,33,15,11,7,56,1.70,48,39,9,1.45,1.18,9,27.3
52176,Ekstraklasa 23/24,23/24,3110,Górnik Zabrze,32,15,8,9,53,1.66,45,37,8,1.41,1.16,10,31.3
52176,Ekstraklasa 23/24,23/24,35268,Raków Częstochowa,33,13,10,10,49,1.48,51,39,12,1.55,1.18,10,30.3
52176,Ekstraklasa 23/24,23/24,3117,Pogoń Szczecin,32,14,7,11,49,1.53,56,37,19,1.75,1.16,10,31.3
52176,Ekstraklasa 23/24,23/24,3121,Lech Poznań,32,12,11,9,47,1.47,43,40,3,1.34,1.25,11,34.4
52176,Ekstraklasa 23/24,23/24,3115,Widzew Łódź,32,12,7,13,43,1.34,41,42,-1,1.28,1.31,7,21.9
52176,Ekstraklasa 23/24,23/24,7918,Piast Gliwice,32,9,15,8,42,1.31,37,33,4,1.16,1.03,13,40.6
52176,Ekstraklasa 23/24,23/24,38732,Stal Mielec,32,11,8,13,41,1.28,40,46,-6,1.25,1.44,8,25.0
52176,Ekstraklasa 23/24,23/24,3113,Zagłębie Lubin,32,11,8,13,41,1.28,39,48,-9,1.22,1.50,9,28.1
52176,Ekstraklasa 23/24,23/24,38729,Puszcza Niepołomice,32,9,13,10,40,1.25,36,42,-6,1.13,1.31,8,25.0
52176,Ekstraklasa 23/24,23/24,4901,Cracovia,33,8,14,11,38,1.15,43,44,-1,1.30,1.33,10,30.3
52176,Ekstraklasa 23/24,23/24,5065,MKS Korona Kielce,33,8,13,12,37,1.12,39,43,-4,1.18,1.30,7,21.2
52176,Ekstraklasa 23/24,23/24,7295,Radomiak Radom,32,9,8,15,35,1.09,39,56,-17,1.22,1.75,6,18.8
52176,Ekstraklasa 23/24,23/24,7922,Warta Poznań,32,8,10,14,34,1.06,31,42,-11,0.97,1.31,8,25.0
52176,Ekstraklasa 23/24,23/24,3105,Ruch Chorzów,32,5,14,13,29,0.91,37,53,-16,1.16,1.66,7,21.9
52176,Ekstraklasa 23/24,23/24,3123,ŁKS Łódź,32,6,6,20,24,0.75,34,70,-36,1.06,2.19,2,6.3
42004,Ekstraklasa 22/23,22/23,35268,Raków Częstochowa,33,22,6,5,72,2.18,62,24,38,1.88,0.73,16,48.5
42004,Ekstraklasa 22/23,22/23,3106,Legia Warszawa,33,19,8,6,65,1.97,56,36,20,1.70,1.09,12,36.4
42004,Ekstraklasa 22/23,22/23,3121,Lech Poznań,33,17,10,6,61,1.85,51,27,24,1.55,0.82,16,48.5
42004,Ekstraklasa 22/23,22/23,3117,Pogoń Szczecin,33,16,9,8,57,1.73,55,45,10,1.67,1.36,8,24.2
42004,Ekstraklasa 22/23,22/23,7918,Piast Gliwice,33,15,8,10,53,1.61,37,30,7,1.12,0.91,10,30.3
42004,Ekstraklasa 22/23,22/23,3110,Górnik Zabrze,33,13,9,11,48,1.45,45,41,4,1.36,1.24,11,33.3
42004,Ekstraklasa 22/23,22/23,7922,Warta Poznań,32,12,9,11,45,1.41,37,30,7,1.16,0.94,12,37.5
42004,Ekstraklasa 22/23,22/23,3113,Zagłębie Lubin,33,12,8,13,44,1.33,35,44,-9,1.06,1.33,8,24.2
42004,Ekstraklasa 22/23,22/23,7295,Radomiak Radom,33,12,7,14,43,1.30,33,40,-7,1.00,1.21,9,27.3
42004,Ekstraklasa 22/23,22/23,5065,MKS Korona Kielce,32,11,7,14,40,1.25,38,45,-7,1.19,1.41,8,25.0
42004,Ekstraklasa 22/23,22/23,4901,Cracovia,32,10,10,12,40,1.25,37,35,2,1.16,1.09,10,31.3
42004,Ekstraklasa 22/23,22/23,38732,Stal Mielec,33,10,10,13,40,1.21,34,40,-6,1.03,1.21,11,33.3
42004,Ekstraklasa 22/23,22/23,3115,Widzew Łódź,32,10,8,14,38,1.19,35,45,-10,1.09,1.41,11,34.4
42004,Ekstraklasa 22/23,22/23,7691,Jagiellonia Białystok,32,8,14,10,38,1.19,46,47,-1,1.44,1.47,4,12.5
42004,Ekstraklasa 22/23,22/23,3108,Śląsk Wrocław,33,9,10,14,37,1.12,35,48,-13,1.06,1.45,5,15.2
42004,Ekstraklasa 22/23,22/23,3122,Wisła Płock,32,8,7,17,31,0.97,34,50,-16,1.06,1.56,5,15.6
42004,Ekstraklasa 22/23,22/23,7913,KS Lechia Gdańsk,33,8,6,19,30,0.91,29,50,-21,0.88,1.52,11,33.3
42004,Ekstraklasa 22/23,22/23,35330,Miedź Legnica,33,4,10,19,22,0.67,32,54,-22,0.97,1.64,4,12.1
37062,Ekstraklasa 21/22,21/22,3121,Lech Poznań,32,21,7,4,70,2.19,64,23,41,2.00,0.72,14,43.8
37062,Ekstraklasa 21/22,21/22,35268,Raków Częstochowa,33,19,9,5,66,2.00,57,28,29,1.73,0.85,14,42.4
37062,Ekstraklasa 21/22,21/22,3117,Pogoń Szczecin,33,17,11,5,62,1.88,61,31,30,1.85,0.94,9,27.3
37062,Ekstraklasa 21/22,21/22,7913,KS Lechia Gdańsk,33,16,8,9,56,1.70,51,38,13,1.55,1.15,12,36.4
37062,Ekstraklasa 21/22,21/22,7918,Piast Gliwice,32,14,9,9,51,1.59,41,34,7,1.28,1.06,10,31.3
37062,Ekstraklasa 21/22,21/22,3122,Wisła Płock,33,15,3,15,48,1.45,48,50,-2,1.45,1.52,9,27.3
37062,Ekstraklasa 21/22,21/22,3110,Górnik Zabrze,32,13,8,11,47,1.47,54,50,4,1.69,1.56,6,18.8
37062,Ekstraklasa 21/22,21/22,7295,Radomiak Radom,33,11,14,8,47,1.42,42,40,2,1.27,1.21,8,24.2
37062,Ekstraklasa 21/22,21/22,4901,Cracovia,33,12,9,12,45,1.36,39,41,-2,1.18,1.24,10,30.3
37062,Ekstraklasa 21/22,21/22,7922,Warta Poznań,33,11,8,14,41,1.24,33,36,-3,1.00,1.09,10,30.3
37062,Ekstraklasa 21/22,21/22,3106,Legia Warszawa,33,12,4,17,40,1.21,45,48,-3,1.36,1.45,7,21.2
37062,Ekstraklasa 21/22,21/22,7691,Jagiellonia Białystok,33,9,12,12,39,1.18,38,49,-11,1.15,1.48,7,21.2
37062,Ekstraklasa 21/22,21/22,38732,Stal Mielec,32,9,9,14,36,1.13,38,49,-11,1.19,1.53,6,18.8
37062,Ekstraklasa 21/22,21/22,3113,Zagłębie Lubin,32,10,5,17,35,1.09,40,55,-15,1.25,1.72,8,25.0
37062,Ekstraklasa 21/22,21/22,3108,Śląsk Wrocław,33,7,13,13,34,1.03,40,50,-10,1.21,1.52,5,15.2
37062,Ekstraklasa 21/22,21/22,36851,Bruk-Bet Termalica Nieciecza,33,7,10,16,31,0.94,35,55,-20,1.06,1.67,5,15.2
37062,Ekstraklasa 21/22,21/22,3111,Wisła Kraków,33,6,10,17,28,0.85,34,54,-20,1.03,1.64,7,21.2
37062,Ekstraklasa 21/22,21/22,3125,Górnik Łęczna,32,6,9,17,27,0.84,27,56,-29,0.84,1.75,6,18.8
29222,Ekstraklasa 20/21,20/21,3106,Legia Warszawa,30,19,7,4,64,2.13,48,24,24,1.60,0.80,15,50.0
29222,Ekstraklasa 20/21,20/21,35268,Raków Częstochowa,30,17,8,5,59,1.97,46,25,21,1.53,0.83,12,40.0
29222,Ekstraklasa 20/21,20/21,3117,Pogoń Szczecin,30,15,7,8,52,1.73,36,23,13,1.20,0.77,17,56.7
29222,Ekstraklasa 20/21,20/21,3108,Śląsk Wrocław,30,11,10,9,43,1.43,36,32,4,1.20,1.07,9,30.0
29222,Ekstraklasa 20/21,20/21,7922,Warta Poznań,30,13,4,13,43,1.43,33,32,1,1.10,1.07,11,36.7
29222,Ekstraklasa 20/21,20/21,7918,Piast Gliwice,30,11,9,10,42,1.40,39,32,7,1.30,1.07,12,40.0
29222,Ekstraklasa 20/21,20/21,7913,KS Lechia Gdańsk,30,12,6,12,42,1.40,40,37,3,1.33,1.23,7,23.3
29222,Ekstraklasa 20/21,20/21,3113,Zagłębie Lubin,30,11,8,11,41,1.37,38,40,-2,1.27,1.33,7,23.3
29222,Ekstraklasa 20/21,20/21,4901,Cracovia,30,8,13,9,37,1.23,28,32,-4,0.93,1.07,9,30.0
29222,Ekstraklasa 20/21,20/21,7691,Jagiellonia Białystok,30,10,7,13,37,1.23,39,48,-9,1.30,1.60,4,13.3
29222,Ekstraklasa 20/21,20/21,3110,Górnik Zabrze,30,10,7,13,37,1.23,31,33,-2,1.03,1.10,9,30.0
29222,Ekstraklasa 20/21,20/21,3121,Lech Poznań,30,9,10,11,37,1.23,39,38,1,1.30,1.27,9,30.0
29222,Ekstraklasa 20/21,20/21,3111,Wisła Kraków,30,8,9,13,33,1.10,39,42,-3,1.30,1.40,9,30.0
29222,Ekstraklasa 20/21,20/21,3122,Wisła Płock,30,8,9,13,33,1.10,37,44,-7,1.23,1.47,9,30.0
29222,Ekstraklasa 20/21,20/21,38732,Stal Mielec,30,6,11,13,29,0.97,31,47,-16,1.03,1.57,5,16.7
29222,Ekstraklasa 20/21,20/21,7919,Podbeskidzie Bielsko-Biała,30,6,7,17,25,0.83,29,60,-31,0.97,2.00,4,13.3
23666,Ekstraklasa 19/20,19/20,3106,Legia Warszawa,37,21,6,10,69,1.86,70,35,35,1.89,0.95,14,37.8
23666,Ekstraklasa 19/20,19/20,3121,Lech Poznań,37,18,12,7,66,1.78,70,35,35,1.89,0.95,14,37.8
23666,Ekstraklasa 19/20,19/20,7918,Piast Gliwice,37,18,7,12,61,1.65,41,32,9,1.11,0.86,15,40.5
23666,Ekstraklasa 19/20,19/20,7913,KS Lechia Gdańsk,37,15,11,11,56,1.51,48,50,-2,1.30,1.35,9,24.3
23666,Ekstraklasa 19/20,19/20,3108,Śląsk Wrocław,37,14,12,11,54,1.46,51,46,5,1.38,1.24,7,18.9
23666,Ekstraklasa 19/20,19/20,3117,Pogoń Szczecin,37,14,12,11,54,1.46,37,39,-2,1.00,1.05,14,37.8
23666,Ekstraklasa 19/20,19/20,35268,Raków Częstochowa,37,16,5,16,53,1.43,51,56,-5,1.38,1.51,9,24.3
23666,Ekstraklasa 19/20,19/20,3110,Górnik Zabrze,37,14,11,12,53,1.43,51,47,4,1.38,1.27,10,27.0
23666,Ekstraklasa 19/20,19/20,3113,Zagłębie Lubin,37,15,8,14,53,1.43,61,53,8,1.65,1.43,7,18.9
23666,Ekstraklasa 19/20,19/20,4901,Cracovia,37,16,5,16,53,1.43,49,40,9,1.32,1.08,11,29.7
23666,Ekstraklasa 19/20,19/20,7691,Jagiellonia Białystok,37,14,10,13,52,1.41,48,51,-3,1.30,1.38,11,29.7
23666,Ekstraklasa 19/20,19/20,3122,Wisła Płock,37,14,9,14,51,1.38,45,54,-9,1.22,1.46,8,21.6
23666,Ekstraklasa 19/20,19/20,3111,Wisła Kraków,37,13,6,18,45,1.22,44,56,-12,1.19,1.51,11,29.7
23666,Ekstraklasa 19/20,19/20,5064,MZKS Arka Gdynia,37,10,10,17,40,1.08,39,57,-18,1.05,1.54,8,21.6
23666,Ekstraklasa 19/20,19/20,5065,MKS Korona Kielce,37,9,8,20,35,0.95,29,48,-19,0.78,1.30,11,29.7
23666,Ekstraklasa 19/20,19/20,3123,ŁKS Łódź,37,6,6,25,24,0.65,33,68,-35,0.89,1.84,5,13.5
17361,Ekstraklasa 18/19,18/19,7918,Piast Gliwice,37,21,9,7,72,1.95,57,33,24,1.54,0.89,16,43.2
17361,Ekstraklasa 18/19,18/19,3106,Legia Warszawa,37,20,8,9,68,1.84,55,38,17,1.49,1.03,14,37.8
17361,Ekstraklasa 18/19,18/19,7913,KS Lechia Gdańsk,37,19,10,8,67,1.81,54,38,16,1.46,1.03,18,48.6
17361,Ekstraklasa 18/19,18/19,7691,Jagiellonia Białystok,37,16,9,12,57,1.54,55,52,3,1.49,1.41,9,24.3
17361,Ekstraklasa 18/19,18/19,4901,Cracovia,37,17,6,14,57,1.54,45,43,2,1.22,1.16,12,32.4
17361,Ekstraklasa 18/19,18/19,3113,Zagłębie Lubin,37,15,8,14,53,1.43,57,48,9,1.54,1.30,9,24.3
17361,Ekstraklasa 18/19,18/19,3117,Pogoń Szczecin,37,14,10,13,52,1.41,57,54,3,1.54,1.46,10,27.0
17361,Ekstraklasa 18/19,18/19,3121,Lech Poznań,37,15,7,15,52,1.41,49,48,1,1.32,1.30,10,27.0
17361,Ekstraklasa 18/19,18/19,3111,Wisła Kraków,37,14,7,16,49,1.32,67,63,4,1.81,1.70,7,18.9
17361,Ekstraklasa 18/19,18/19,5065,MKS Korona Kielce,37,12,11,14,47,1.27,42,54,-12,1.14,1.46,8,21.6
17361,Ekstraklasa 18/19,18/19,3110,Górnik Zabrze,37,12,10,15,46,1.24,48,53,-5,1.30,1.43,9,24.3
17361,Ekstraklasa 18/19,18/19,3108,Śląsk Wrocław,37,12,8,17,44,1.19,49,45,4,1.32,1.22,10,27.0
17361,Ekstraklasa 18/19,18/19,5064,MZKS Arka Gdynia,37,10,12,15,42,1.14,49,51,-2,1.32,1.38,9,24.3
17361,Ekstraklasa 18/19,18/19,3122,Wisła Płock,37,10,11,16,41,1.11,50,58,-8,1.35,1.57,6,16.2
17361,Ekstraklasa 18/19,18/19,35330,Miedź Legnica,37,10,10,17,40,1.08,40,65,-25,1.08,1.76,8,21.6
17361,Ekstraklasa 18/19,18/19,7693,Zagłębie Sosnowiec,37,7,8,22,29,0.78,49,80,-31,1.32,2.16,4,10.8
13350,Ekstraklasa 17/18,17/18,3106,Legia Warszawa,37,22,4,11,70,1.89,55,35,20,1.49,0.95,15,40.5
13350,Ekstraklasa 17/18,17/18,7691,Jagiellonia Białystok,37,20,7,10,67,1.81,55,41,14,1.49,1.11,14,37.8
13350,Ekstraklasa 17/18,17/18,3121,Lech Poznań,37,16,12,9,60,1.62,53,34,19,1.43,0.92,15,40.5
13350,Ekstraklasa 17/18,17/18,3110,Górnik Zabrze,36,15,12,9,57,1.58,65,54,11,1.81,1.50,6,16.7
13350,Ekstraklasa 17/18,17/18,3122,Wisła Płock,37,17,6,14,57,1.54,53,45,8,1.43,1.22,11,29.7
13350,Ekstraklasa 17/18,17/18,3111,Wisła Kraków,37,15,10,12,55,1.49,51,42,9,1.38,1.14,13,35.1
13350,Ekstraklasa 17/18,17/18,3113,Zagłębie Lubin,37,13,13,11,52,1.41,45,42,3,1.22,1.14,14,37.8
13350,Ekstraklasa 17/18,17/18,3108,Śląsk Wrocław,37,13,11,13,50,1.35,50,54,-4,1.35,1.46,8,21.6
13350,Ekstraklasa 17/18,17/18,4901,Cracovia,37,13,11,13,50,1.35,51,52,-1,1.38,1.41,8,21.6
13350,Ekstraklasa 17/18,17/18,5065,MKS Korona Kielce,37,12,13,12,49,1.32,49,54,-5,1.32,1.46,12,32.4
13350,Ekstraklasa 17/18,17/18,3117,Pogoń Szczecin,37,12,9,16,45,1.22,46,54,-8,1.24,1.46,10,27.0
13350,Ekstraklasa 17/18,17/18,5064,MZKS Arka Gdynia,37,11,10,16,43,1.16,46,48,-2,1.24,1.30,13,35.1
13350,Ekstraklasa 17/18,17/18,7913,KS Lechia Gdańsk,37,9,13,15,40,1.08,46,58,-12,1.24,1.57,8,21.6
13350,Ekstraklasa 17/18,17/18,7918,Piast Gliwice,36,8,13,15,37,1.03,40,45,-5,1.11,1.25,11,30.6
13350,Ekstraklasa 17/18,17/18,36851,Bruk-Bet Termalica Nieciecza,37,9,9,19,36,0.97,39,66,-27,1.05,1.78,5,13.5
13350,Ekstraklasa 17/18,17/18,36766,Sandecja Nowy Sącz,37,6,15,16,33,0.89,34,54,-20,0.92,1.46,6,16.2
11734,Ekstraklasa 16/17,16/17,3106,Legia Warszawa,37,21,10,6,73,1.97,70,31,39,1.89,0.84,18,48.6
11734,Ekstraklasa 16/17,16/17,7691,Jagiellonia Białystok,37,21,8,8,71,1.92,64,39,25,1.73,1.05,14,37.8
11734,Ekstraklasa 16/17,16/17,3121,Lech Poznań,37,20,9,8,69,1.86,62,29,33,1.68,0.78,20,54.1
11734,Ekstraklasa 16/17,16/17,7913,KS Lechia Gdańsk,37,20,8,9,68,1.84,57,37,20,1.54,1.00,14,37.8
11734,Ekstraklasa 16/17,16/17,3113,Zagłębie Lubin,37,14,11,12,53,1.43,51,45,6,1.38,1.22,9,24.3
11734,Ekstraklasa 16/17,16/17,3111,Wisła Kraków,37,14,6,17,48,1.30,54,57,-3,1.46,1.54,8,21.6
11734,Ekstraklasa 16/17,16/17,5065,MKS Korona Kielce,37,14,5,18,47,1.27,47,65,-18,1.27,1.76,8,21.6
11734,Ekstraklasa 16/17,16/17,3122,Wisła Płock,37,12,11,14,47,1.27,49,57,-8,1.32,1.54,8,21.6
11734,Ekstraklasa 16/17,16/17,36851,Bruk-Bet Termalica Nieciecza,37,13,7,17,46,1.24,35,55,-20,0.95,1.49,9,24.3
11734,Ekstraklasa 16/17,16/17,3108,Śląsk Wrocław,37,12,10,15,46,1.24,49,52,-3,1.32,1.41,11,29.7
11734,Ekstraklasa 16/17,16/17,3117,Pogoń Szczecin,37,11,13,13,46,1.24,51,54,-3,1.38,1.46,6,16.2
11734,Ekstraklasa 16/17,16/17,7918,Piast Gliwice,37,12,10,15,46,1.24,45,54,-9,1.22,1.46,9,24.3
11734,Ekstraklasa 16/17,16/17,4901,Cracovia,37,8,15,14,39,1.05,45,52,-7,1.22,1.41,8,21.6
11734,Ekstraklasa 16/17,16/17,5064,MZKS Arka Gdynia,37,10,9,18,39,1.05,44,60,-16,1.19,1.62,9,24.3
11734,Ekstraklasa 16/17,16/17,3105,Ruch Chorzów,37,10,8,19,38,1.03,42,62,-20,1.14,1.68,7,18.9
11734,Ekstraklasa 16/17,16/17,3125,Górnik Łęczna,37,9,10,18,37,1.00,47,63,-16,1.27,1.70,10,27.0
10361,Ekstraklasa 15/16,15/16,3106,Legia Warszawa,36,20,10,6,70,1.94,66,31,35,1.83,0.86,14,38.9
10361,Ekstraklasa 15/16,15/16,7918,Piast Gliwice,35,19,9,7,66,1.89,59,43,16,1.69,1.23,13,37.1
10361,Ekstraklasa 15/16,15/16,3113,Zagłębie Lubin,35,17,8,10,59,1.69,54,39,15,1.54,1.11,11,31.4
10361,Ekstraklasa 15/16,15/16,4901,Cracovia,35,15,9,11,54,1.54,64,49,15,1.83,1.40,9,25.7
10361,Ekstraklasa 15/16,15/16,7913,KS Lechia Gdańsk,35,14,10,11,52,1.49,52,41,11,1.49,1.17,11,31.4
10361,Ekstraklasa 15/16,15/16,3117,Pogoń Szczecin,36,11,17,8,50,1.39,41,42,-1,1.14,1.17,11,30.6
10361,Ekstraklasa 15/16,15/16,3111,Wisła Kraków,35,12,13,10,49,1.40,59,43,16,1.69,1.23,7,20.0
10361,Ekstraklasa 15/16,15/16,3108,Śląsk Wrocław,36,12,12,12,48,1.33,40,42,-2,1.11,1.17,8,22.2
10361,Ekstraklasa 15/16,15/16,3121,Lech Poznań,35,13,6,16,45,1.29,39,44,-5,1.11,1.26,11,31.4
10361,Ekstraklasa 15/16,15/16,36851,Bruk-Bet Termalica Nieciecza,35,10,12,13,42,1.20,39,47,-8,1.11,1.34,10,28.6
10361,Ekstraklasa 15/16,15/16,7691,Jagiellonia Białystok,35,12,6,17,42,1.20,42,59,-17,1.20,1.69,9,25.7
10361,Ekstraklasa 15/16,15/16,5065,MKS Korona Kielce,35,8,15,12,39,1.11,34,43,-9,0.97,1.23,10,28.6
10361,Ekstraklasa 15/16,15/16,3105,Ruch Chorzów,35,10,8,17,38,1.09,38,58,-20,1.09,1.66,9,25.7
10361,Ekstraklasa 15/16,15/16,7919,Podbeskidzie Bielsko-Biała,36,9,11,16,38,1.06,44,62,-18,1.22,1.72,8,22.2
10361,Ekstraklasa 15/16,15/16,3125,Górnik Łęczna,36,9,9,18,36,1.00,38,53,-15,1.06,1.47,9,25.0
10361,Ekstraklasa 15/16,15/16,3110,Górnik Zabrze,36,6,17,13,35,0.97,37,50,-13,1.03,1.39,8,22.2
8206,Ekstraklasa 14/15,14/15,3121,Lech Poznań,37,19,13,5,70,1.89,67,33,34,1.81,0.89,13,35.1
8206,Ekstraklasa 14/15,14/15,3106,Legia Warszawa,37,21,7,9,70,1.89,64,33,31,1.73,0.89,18,48.6
8206,Ekstraklasa 14/15,14/15,7691,Jagiellonia Białystok,37,19,8,10,65,1.76,59,44,15,1.59,1.19,11,29.7
8206,Ekstraklasa 14/15,14/15,3108,Śląsk Wrocław,37,15,13,9,58,1.57,50,43,7,1.35,1.16,11,29.7
8206,Ekstraklasa 14/15,14/15,4901,Cracovia,37,15,9,13,54,1.46,50,44,6,1.35,1.19,10,27.0
8206,Ekstraklasa 14/15,14/15,3111,Wisła Kraków,37,12,13,12,49,1.32,56,48,8,1.51,1.30,7,18.9
8206,Ekstraklasa 14/15,14/15,7913,KS Lechia Gdańsk,37,13,10,14,49,1.32,45,47,-2,1.22,1.27,12,32.4
8206,Ekstraklasa 14/15,14/15,7918,Piast Gliwice,37,13,8,16,47,1.27,50,56,-6,1.35,1.51,9,24.3
8206,Ekstraklasa 14/15,14/15,3110,Górnik Zabrze,37,12,11,14,47,1.27,50,60,-10,1.35,1.62,8,21.6
8206,Ekstraklasa 14/15,14/15,5065,MKS Korona Kielce,37,12,11,14,47,1.27,44,55,-11,1.19,1.49,6,16.2
8206,Ekstraklasa 14/15,14/15,3105,Ruch Chorzów,37,12,10,15,46,1.24,44,46,-2,1.19,1.24,12,32.4
8206,Ekstraklasa 14/15,14/15,7919,Podbeskidzie Bielsko-Biała,37,12,10,15,46,1.24,47,60,-13,1.27,1.62,8,21.6
8206,Ekstraklasa 14/15,14/15,3125,Górnik Łęczna,37,11,11,15,44,1.19,39,46,-7,1.05,1.24,8,21.6
8206,Ekstraklasa 14/15,14/15,3117,Pogoń Szczecin,37,11,9,17,42,1.14,45,52,-7,1.22,1.41,7,18.9
8206,Ekstraklasa 14/15,14/15,35329,Zawisza Bydgoszcz,37,10,8,19,38,1.03,45,63,-18,1.22,1.70,8,21.6
8206,Ekstraklasa 14/15,14/15,3128,GKS Bełchatów,37,9,9,19,36,0.97,35,60,-25,0.95,1.62,9,24.3
6261,Ekstraklasa 13/14,13/14,3106,Legia Warszawa,36,26,3,7,81,2.25,75,31,44,2.08,0.86,15,41.7
